1.01554 1.07987 1.18949 1.33385 1.49883 1.66853 1.82778 1.96355 2.06532 2.12487 
1.01463 1.07518 1.17834 1.31427 1.46987 1.63035 1.78149 1.91086 2.0082 2.06532 
1.01311 1.06727 1.15963 1.28147 1.4213 1.56613 1.70329 1.82143 1.91086 1.96355 
1.01115 1.0571 1.13551 1.23908 1.35831 1.48239 1.60067 1.70329 1.78149 1.82778 
1.00893 1.04558 1.10818 1.19098 1.28657 1.38652 1.48239 1.56613 1.63035 1.66853 
1.00665 1.03371 1.07999 1.14126 1.21217 1.28657 1.35831 1.4213 1.46987 1.49883 
1.00447 1.02244 1.05322 1.09399 1.14126 1.19098 1.23908 1.28147 1.31427 1.33385 
1.00257 1.01272 1.03014 1.05322 1.07999 1.10818 1.13551 1.15963 1.17834 1.18949 
1.0011 1.00537 1.01272 1.02244 1.03371 1.04558 1.0571 1.06727 1.07518 1.07987 
1.00022 1.0011 1.00257 1.00447 1.00665 1.00893 1.01115 1.01311 1.01463 1.01554 
1.04126 1.21205 1.50113 1.87512 2.28549 2.67711 3.00419 3.24453 3.39929 3.47984 
1.0389 1.20061 1.47428 1.82845 2.21771 2.59086 2.90548 3.14012 3.29384 3.37502 
1.03538 1.18278 1.43241 1.7559 2.1127 2.45753 2.75274 2.97784 3.12898 3.21039 
1.03142 1.16221 1.3839 1.67186 1.99122 2.30327 2.57536 2.78801 2.93453 3.01506 
1.02748 1.14178 1.33573 1.58839 1.87049 2.14952 2.39742 2.59575 2.73566 2.81395 
1.02393 1.12339 1.29233 1.51308 1.76122 2.00957 2.23398 2.41722 2.54906 2.62392 
1.02094 1.1079 1.25576 1.44951 1.66859 1.89008 2.09307 2.26154 2.38468 2.45541 
1.0186 1.09574 1.227 1.39936 1.59519 1.79471 1.97953 2.13481 2.24963 2.31614 
1.01693 1.08709 1.20655 1.36367 1.54275 1.72619 1.89735 2.04233 2.15036 2.21329 
1.016 1.08224 1.19504 1.3435 1.51301 1.68713 1.85025 1.98903 2.09286 2.15354 
4.90678 4.91312 4.92318 4.93495 4.94636 4.95587 4.96283 4.96735 4.96997 4.97122 
4.5433 4.57247 4.61941 4.6755 4.73098 4.77801 4.81284 4.83573 4.8491 4.85556 
3.99008 4.05083 4.14945 4.26906 4.38961 4.49388 4.57257 4.62511 4.65621 4.6714 
3.35866 3.45152 3.60347 3.79019 3.98185 4.15112 4.28151 4.37018 4.4235 4.44986 
2.73777 2.85888 3.05821 3.30575 3.56382 3.79611 3.97856 4.10491 4.18208 4.22068 
2.1871 2.33029 2.56723 2.86424 3.17804 3.46515 3.69461 3.85613 3.95621 4.00681 
1.73967 1.89801 2.16155 2.49491 2.85134 3.18206 3.4503 3.6418 3.7619 3.82318 
1.40742 1.57449 1.85439 2.21165 2.59771 2.96012 3.25761 3.47239 3.60841 3.67833 
1.18695 1.3582 1.64672 2.01778 2.42217 2.80517 3.12232 3.35316 3.50038 3.57645 
1.06924 1.24192 1.53407 1.91162 2.32524 2.71904 3.0468 3.28647 3.43994 3.51947 
1.04864 1.23866 1.5664 2.00522 2.52658 3.09611 3.67545 4.21496 4.65544 4.92885 
1.04843 1.23774 1.56452 2.0025 2.52341 3.09299 3.67282 4.21316 4.65456 4.92868 
1.0475 1.23342 1.55567 1.98972 2.50849 3.07821 3.66036 4.20462 4.65041 4.92784 
1.04529 1.22326 1.53468 1.95913 2.47247 3.04229 3.62988 4.18361 4.64014 4.92576 
1.04189 1.20752 1.50171 1.91031 2.41412 2.98331 3.57927 4.14836 4.62276 4.92223 
1.03801 1.18953 1.46332 1.85226 2.34332 2.91049 3.51583 4.10361 4.60047 4.91769 
1.03443 1.17307 1.42754 1.79698 2.27446 2.8384 3.45214 4.05819 4.57766 4.9131 
1.03157 1.16025 1.39928 1.75254 2.21813 2.77866 3.39886 4.02 4.55845 4.90935 
1.0295 1.15156 1.38 1.72191 2.17887 2.73671 3.36135 3.9932 4.54503 4.90683 
1.02832 1.14687 1.36954 1.70522 2.15735 2.71366 3.34078 3.9786 4.5378 4.90551 
1.02832 1.14687 1.36954 1.70522 2.15735 2.71366 3.34078 3.9786 4.53779 4.90551 
1.0295 1.15156 1.38 1.72191 2.17887 2.73671 3.36135 3.9932 4.54503 4.90683 
1.03157 1.16025 1.39928 1.75254 2.21813 2.77865 3.39886 4.02 4.55845 4.90935 
1.03443 1.17307 1.42754 1.79698 2.27446 2.8384 3.45214 4.05819 4.57766 4.9131 
1.03801 1.18953 1.46332 1.85226 2.34332 2.91049 3.51583 4.10361 4.60047 4.91769 
1.04189 1.20752 1.50171 1.91031 2.41412 2.98331 3.57927 4.14836 4.62276 4.92223 
1.04529 1.22326 1.53468 1.95913 2.47247 3.04229 3.62988 4.18361 4.64014 4.92576 
1.0475 1.23342 1.55567 1.98972 2.50849 3.07821 3.66036 4.20462 4.65041 4.92784 
1.04843 1.23774 1.56452 2.0025 2.52341 3.09299 3.67282 4.21316 4.65456 4.92868 
1.04864 1.23866 1.5664 2.00522 2.52658 3.09611 3.67545 4.21496 4.65544 4.92885 
1.06924 1.24192 1.53407 1.91162 2.32524 2.71904 3.0468 3.28647 3.43994 3.51947 
1.18695 1.3582 1.64672 2.01778 2.42217 2.80517 3.12232 3.35316 3.50038 3.57645 
1.40742 1.57448 1.85439 2.21165 2.59771 2.96012 3.25761 3.47239 3.60841 3.67833 
1.73967 1.89801 2.16155 2.49491 2.85134 3.18206 3.4503 3.6418 3.7619 3.82318 
2.1871 2.33029 2.56723 2.86424 3.17804 3.46515 3.69461 3.85613 3.95621 4.00681 
2.73777 2.85888 3.05821 3.30575 3.56382 3.79611 3.97856 4.10491 4.18208 4.22068 
3.35866 3.45152 3.60347 3.79019 3.98185 4.15112 4.28151 4.37018 4.4235 4.44986 
3.99008 4.05083 4.14945 4.26906 4.38961 4.49388 4.57257 4.62511 4.65621 4.6714 
4.5433 4.57247 4.61941 4.6755 4.73098 4.77801 4.81284 4.83573 4.8491 4.85556 
4.90678 4.91312 4.92318 4.93495 4.94636 4.95587 4.96283 4.96735 4.96997 4.97122 
1.016 1.08224 1.19504 1.3435 1.51301 1.68713 1.85025 1.98903 2.09286 2.15354 
1.01693 1.08709 1.20655 1.36367 1.54275 1.72619 1.89735 2.04233 2.15036 2.21329 
1.0186 1.09574 1.227 1.39936 1.59519 1.79471 1.97953 2.13481 2.24963 2.31614 
1.02094 1.1079 1.25576 1.44951 1.66859 1.89008 2.09307 2.26154 2.38468 2.45541 
1.02393 1.12339 1.29233 1.51308 1.76122 2.00957 2.23398 2.41722 2.54906 2.62392 
1.02748 1.14178 1.33573 1.58839 1.87049 2.14952 2.39742 2.59575 2.73566 2.81395 
1.03142 1.16221 1.3839 1.67186 1.99122 2.30327 2.57536 2.78801 2.93453 3.01506 
1.03538 1.18278 1.43241 1.7559 2.1127 2.45753 2.75274 2.97784 3.12898 3.21039 
1.0389 1.20061 1.47428 1.82845 2.21771 2.59086 2.90548 3.14012 3.29384 3.37502 
1.04126 1.21204 1.50113 1.87512 2.28549 2.67711 3.00419 3.24453 3.39929 3.47984 
1.00022 1.0011 1.00257 1.00447 1.00665 1.00893 1.01115 1.01311 1.01463 1.01554 
1.0011 1.00537 1.01272 1.02244 1.03371 1.04558 1.0571 1.06727 1.07518 1.07987 
1.00257 1.01272 1.03014 1.05322 1.07999 1.10818 1.13551 1.15963 1.17834 1.18949 
1.00447 1.02244 1.05322 1.09399 1.14126 1.19098 1.23908 1.28147 1.31427 1.33385 
1.00665 1.03371 1.07999 1.14126 1.21217 1.28657 1.35831 1.4213 1.46987 1.49883 
1.00893 1.04558 1.10818 1.19098 1.28657 1.38652 1.48239 1.56613 1.63035 1.66853 
1.01115 1.0571 1.13551 1.23908 1.35831 1.48239 1.60067 1.70329 1.78149 1.82778 
1.01311 1.06727 1.15963 1.28147 1.4213 1.56613 1.70329 1.82143 1.91086 1.96355 
1.01463 1.07518 1.17834 1.31427 1.46987 1.63035 1.78149 1.91086 2.0082 2.06532 
1.01554 1.07987 1.18949 1.33385 1.49883 1.66853 1.82778 1.96355 2.06532 2.12487 
2.15354 2.21329 2.31614 2.45541 2.62392 2.81395 3.01506 3.21039 3.37502 3.47984 
2.09286 2.15036 2.24963 2.38468 2.54906 2.73566 2.93453 3.12898 3.29384 3.39929 
1.98903 2.04233 2.13481 2.26154 2.41722 2.59575 2.78801 2.97784 3.14012 3.24453 
1.85025 1.89735 1.97953 2.09307 2.23398 2.39742 2.57536 2.75274 2.90548 3.00419 
1.68713 1.72619 1.79471 1.89008 2.00957 2.14952 2.30327 2.45753 2.59086 2.67711 
1.51301 1.54275 1.59519 1.66859 1.76122 1.87049 1.99122 2.1127 2.21771 2.28549 
1.3435 1.36367 1.39936 1.44951 1.51308 1.58839 1.67186 1.7559 1.82845 1.87512 
1.19504 1.20655 1.227 1.25576 1.29233 1.33573 1.3839 1.43241 1.47428 1.50113 
1.08224 1.08709 1.09574 1.1079 1.12339 1.14178 1.16221 1.18278 1.20061 1.21205 
1.016 1.01693 1.0186 1.02094 1.02393 1.02748 1.03142 1.03538 1.0389 1.04126 
3.51597 3.58639 3.69278 3.81225 3.92956 4.03933 4.13962 4.22612 4.29199 4.33086 
3.41173 3.48395 3.59486 3.72231 3.85024 3.97142 4.08224 4.17739 4.24954 4.29199 
3.24766 3.32182 3.43828 3.57633 3.71928 3.85754 3.98499 4.09448 4.17739 4.22612 
3.05237 3.12748 3.24809 3.39559 3.55351 3.71038 3.85742 3.98499 4.08224 4.13962 
2.8506 2.92516 3.04722 3.20075 3.37039 3.54388 3.71038 3.85754 3.97142 4.03933 
2.65929 2.73182 2.8525 3.00793 3.18456 3.37039 3.55351 3.71928 3.85024 3.92956 
2.48906 2.55851 2.67557 2.82922 3.00793 3.20075 3.39559 3.57633 3.72231 3.81225 
2.34795 2.41391 2.52615 2.67557 2.8525 3.04722 3.24809 3.43828 3.59486 3.69278 
2.2435 2.30632 2.41391 2.55851 2.73182 2.92516 3.12748 3.32182 3.48395 3.58639 
2.18271 2.2435 2.34795 2.48906 2.65929 2.8506 3.05237 3.24766 3.41173 3.51597 
4.97176 4.97275 4.9741 4.97535 4.97627 4.97693 4.9775 4.97808 4.97861 4.97896 
4.85833 4.86348 4.87054 4.87721 4.88231 4.88604 4.88915 4.89204 4.89451 4.89609 
4.67796 4.69024 4.70733 4.72399 4.73741 4.74773 4.75628 4.76372 4.76967 4.77332 
4.46132 4.48296 4.51359 4.54441 4.57043 4.5914 4.60892 4.62369 4.63506 4.64188 
4.23759 4.26975 4.316 4.36384 4.40591 4.44118 4.47114 4.49623 4.51529 4.52659 
4.02911 4.07183 4.13409 4.20003 4.25995 4.31187 4.35682 4.39462 4.42325 4.44019 
3.85034 3.90264 3.97975 4.063 4.14067 4.2098 4.27075 4.3224 4.36156 4.38471 
3.70944 3.76963 3.85917 3.9573 4.05074 4.13568 4.21174 4.2767 4.32606 4.35522 
3.6104 3.6763 3.77496 3.88423 3.98981 4.08726 4.17556 4.25145 4.30925 4.3434 
3.55503 3.62417 3.72807 3.84384 3.95662 4.06164 4.15745 4.24014 4.3032 4.34044 
2.18271 2.2435 2.34795 2.48906 2.65929 2.8506 3.05237 3.24766 3.41173 3.51597 
2.2435 2.30632 2.41391 2.55851 2.73182 2.92516 3.12748 3.32182 3.48395 3.58639 
2.34795 2.41391 2.52615 2.67557 2.8525 3.04722 3.24809 3.43828 3.59486 3.69278 
2.48906 2.55851 2.67557 2.82922 3.00793 3.20075 3.39559 3.57632 3.72231 3.81225 
2.65929 2.73182 2.8525 3.00793 3.18456 3.37039 3.55351 3.71928 3.85024 3.92956 
2.8506 2.92516 3.04722 3.20075 3.37039 3.54388 3.71038 3.85754 3.97142 4.03933 
3.05237 3.12748 3.24809 3.39559 3.55351 3.71038 3.85742 3.98499 4.08224 4.13962 
3.24766 3.32182 3.43828 3.57632 3.71928 3.85754 3.98499 4.09448 4.17739 4.22612 
3.41173 3.48395 3.59486 3.72231 3.85023 3.97142 4.08223 4.17739 4.24954 4.29199 
3.51597 3.58639 3.69278 3.81225 3.92956 4.03933 4.13962 4.22612 4.29199 4.33086 
3.55503 3.62417 3.72807 3.84384 3.95662 4.06164 4.15745 4.24014 4.3032 4.34044 
3.6104 3.6763 3.77496 3.88423 3.98981 4.08726 4.17556 4.25145 4.30925 4.3434 
3.70944 3.76963 3.85917 3.9573 4.05074 4.13568 4.21174 4.2767 4.32606 4.35522 
3.85034 3.90264 3.97975 4.063 4.14067 4.2098 4.27075 4.3224 4.36156 4.38471 
4.02911 4.07183 4.13409 4.20003 4.25995 4.31187 4.35682 4.39462 4.42325 4.44019 
4.23759 4.26975 4.316 4.36384 4.40591 4.44118 4.47114 4.49623 4.51528 4.52659 
4.46132 4.48296 4.51359 4.54441 4.57043 4.5914 4.60892 4.62369 4.63506 4.64188 
4.67796 4.69024 4.70733 4.72399 4.73741 4.74773 4.75628 4.76372 4.76967 4.77332 
4.85833 4.86348 4.87054 4.87721 4.88231 4.88604 4.88915 4.89204 4.89451 4.89609 
4.97176 4.97275 4.9741 4.97535 4.97627 4.97693 4.9775 4.97808 4.97861 4.97896 
1.016 1.01693 1.0186 1.02094 1.02393 1.02748 1.03142 1.03538 1.0389 1.04126 
1.08224 1.08709 1.09574 1.1079 1.12339 1.14178 1.16221 1.18278 1.20061 1.21205 
1.19504 1.20655 1.227 1.25576 1.29233 1.33573 1.3839 1.43241 1.47428 1.50113 
1.3435 1.36367 1.39936 1.44951 1.51308 1.58839 1.67186 1.7559 1.82845 1.87512 
1.51301 1.54275 1.59519 1.66859 1.76122 1.87049 1.99122 2.1127 2.21771 2.28549 
1.68713 1.72619 1.79471 1.89008 2.00957 2.14952 2.30327 2.45753 2.59086 2.67711 
1.85025 1.89735 1.97953 2.09307 2.23398 2.39742 2.57536 2.75274 2.90548 3.00419 
1.98903 2.04233 2.13481 2.26154 2.41722 2.59575 2.78801 2.97784 3.14012 3.24453 
2.09286 2.15036 2.24963 2.38468 2.54906 2.73566 2.93453 3.12898 3.29384 3.39929 
2.15354 2.21329 2.31614 2.45541 2.62392 2.81395 3.01506 3.21039 3.37502 3.47984 
4.90551 4.90683 4.90935 4.9131 4.91769 4.92223 4.92576 4.92784 4.92868 4.92885 
4.5378 4.54503 4.55845 4.57766 4.60047 4.62276 4.64014 4.65041 4.65456 4.65544 
3.9786 3.9932 4.02 4.05819 4.10361 4.14836 4.18361 4.20462 4.21316 4.21496 
3.34078 3.36135 3.39886 3.45214 3.51583 3.57927 3.62988 3.66036 3.67282 3.67545 
2.71366 2.73671 2.77866 2.8384 2.91049 2.98331 3.04229 3.07821 3.09299 3.09611 
2.15735 2.17887 2.21813 2.27446 2.34332 2.41412 2.47247 2.50849 2.52341 2.52658 
1.70522 1.72191 1.75254 1.79698 1.85226 1.91031 1.95913 1.98972 2.0025 2.00522 
1.36954 1.38 1.39928 1.42754 1.46332 1.50171 1.53468 1.55567 1.56452 1.5664 
1.14687 1.15156 1.16025 1.17307 1.18953 1.20752 1.22326 1.23342 1.23774 1.23866 
1.02832 1.0295 1.03157 1.03443 1.03801 1.04189 1.04529 1.0475 1.04843 1.04864 
3.51947 3.57645 3.67833 3.82318 4.00681 4.22068 4.44986 4.6714 4.85556 4.97122 
3.43994 3.50038 3.60841 3.7619 3.95621 4.18208 4.4235 4.65621 4.8491 4.96997 
3.28647 3.35316 3.47239 3.6418 3.85613 4.10491 4.37018 4.62511 4.83573 4.96735 
3.0468 3.12232 3.25761 3.4503 3.69461 3.97856 4.28151 4.57257 4.81284 4.96283 
2.71904 2.80517 2.96012 3.18206 3.46515 3.79611 4.15112 4.49388 4.77801 4.95587 
2.32524 2.42217 2.59771 2.85134 3.17804 3.56382 3.98185 4.38961 4.73098 4.94636 
